Date,Hour,Name,State,UserActivity
20200101,28977,SensorArmario,True,
20200101,28977,SensorRack (1),False,
20200101,28977,SensorArmario (1),True,
20200101,28977,SensorGeladeira,False,
20200101,28977,SensorMesaJantar (1),False,
20200101,28977,SensorSofa (2),False,
20200101,28977,SensorCama (3),False,
20200101,28977,SensorMesaCorredor,False,
20200101,28977,SensorSofa,False,
20200101,28977,SensorDeTestes,False,
20200101,29007,SensorBaseBox,False,
20200101,29007,SensorArmario (2),False,
20200101,29007,SensorCama,False,
20200101,29007,SensorFogao,False,
20200101,29007,SensorMesaJantar (4),False,
20200101,29007,SensorCama (4),False,
20200101,29007,SensorMesaJantar (3),False,
20200101,29007,SensorCama (5),False,
20200101,29007,SensorMesaJantar,False,
20200101,29007,SensorCama (2),True,
20200101,29007,SensorSofa (1),False,
20200101,29007,SensorPia,False,
20200101,29007,SensorMesaJantar (2),False,
20200101,29007,SensorRack,False,
20200101,29007,SensorCama (1),False,
20200101,29007,SensorArmario,True,
20200101,29007,SensorRack (1),False,
20200101,29007,SensorArmario (1),True,
20200101,29007,SensorGeladeira,False,
20200101,29007,SensorMesaJantar (1),False,
20200101,29007,SensorSofa (2),False,
20200101,29007,SensorCama (3),False,
20200101,29007,SensorMesaCorredor,False,
20200101,29007,SensorSofa,False,
20200101,29007,SensorDeTestes,False,
20200101,29037,SensorBaseBox,False,
20200101,29037,SensorArmario (2),False,
20200101,29037,SensorCama,False,
20200101,29037,SensorFogao,False,
20200101,29037,SensorMesaJantar (4),False,
20200101,29037,SensorCama (4),False,
20200101,29037,SensorMesaJantar (3),False,
20200101,29037,SensorCama (5),False,
20200101,29037,SensorMesaJantar,False,
20200101,29037,SensorCama (2),True,
20200101,29037,SensorSofa (1),False,
20200101,29037,SensorPia,False,
20200101,29037,SensorMesaJantar (2),False,
20200101,29037,SensorRack,False,
20200101,29037,SensorCama (1),False,
20200101,29037,SensorArmario,True,
20200101,29037,SensorRack (1),False,
20200101,29037,SensorArmario (1),True,
20200101,29037,SensorGeladeira,False,
20200101,29037,SensorMesaJantar (1),False,
20200101,29037,SensorSofa (2),False,
20200101,29037,SensorCama (3),False,
20200101,29037,SensorMesaCorredor,False,
20200101,29037,SensorSofa,False,
20200101,29037,SensorDeTestes,False,
20200101,29065,SensorBaseBox,False,
20200101,29065,SensorArmario (2),False,
20200101,29065,SensorCama,False,
20200101,29065,SensorFogao,False,
20200101,29065,SensorMesaJantar (4),False,
20200101,29065,SensorCama (4),False,
20200101,29065,SensorMesaJantar (3),False,
20200101,29065,SensorCama (5),False,
20200101,29065,SensorMesaJantar,False,
20200101,29065,SensorCama (2),True,
20200101,29065,SensorSofa (1),False,
20200101,29065,SensorPia,False,
20200101,29065,SensorMesaJantar (2),False,
20200101,29065,SensorRack,False,
20200101,29065,SensorCama (1),False,
20200101,29065,SensorArmario,True,
20200101,29065,SensorRack (1),False,
20200101,29065,SensorArmario (1),True,
20200101,29065,SensorGeladeira,False,
20200101,29065,SensorMesaJantar (1),False,
20200101,29065,SensorSofa (2),False,
20200101,29065,SensorCama (3),False,
20200101,29065,SensorMesaCorredor,False,
20200101,29065,SensorSofa,False,
20200101,29065,SensorDeTestes,False,
20200101,29096,SensorBaseBox,False,
20200101,29096,SensorArmario (2),False,
20200101,29096,SensorCama,False,
20200101,29096,SensorFogao,False,
20200101,29096,SensorMesaJantar (4),False,
20200101,29096,SensorCama (4),False,
20200101,29096,SensorMesaJantar (3),False,
20200101,29096,SensorCama (5),False,
20200101,29096,SensorMesaJantar,False,
20200101,29096,SensorCama (2),True,
20200101,29096,SensorSofa (1),False,
20200101,29096,SensorPia,False,
20200101,29096,SensorMesaJantar (2),False,
20200101,29096,SensorRack,False,
20200101,29096,SensorCama (1),False,
20200101,29096,SensorArmario,True,
20200101,29096,SensorRack (1),False,
20200101,29096,SensorArmario (1),True,
20200101,29096,SensorGeladeira,False,
20200101,29096,SensorMesaJantar (1),False,
20200101,29096,SensorSofa (2),False,
20200101,29096,SensorCama (3),False,
20200101,29096,SensorMesaCorredor,False,
20200101,29096,SensorSofa,False,
20200101,29096,SensorDeTestes,False,
20200101,29126,SensorBaseBox,False,
20200101,29126,SensorArmario (2),False,
20200101,29126,SensorCama,False,
20200101,29126,SensorFogao,False,
20200101,29126,SensorMesaJantar (4),False,
20200101,29126,SensorCama (4),False,
20200101,29126,SensorMesaJantar (3),False,
20200101,29126,SensorCama (5),False,
20200101,29126,SensorMesaJantar,False,
20200101,29126,SensorCama (2),True,
20200101,29126,SensorSofa (1),False,
20200101,29126,SensorPia,False,
20200101,29126,SensorMesaJantar (2),False,
20200101,29126,SensorRack,False,
20200101,29126,SensorCama (1),False,
20200101,29126,SensorArmario,True,
20200101,29126,SensorRack (1),False,
20200101,29126,SensorArmario (1),True,
20200101,29126,SensorGeladeira,False,
20200101,29126,SensorMesaJantar (1),False,
20200101,29126,SensorSofa (2),False,
20200101,29126,SensorCama (3),False,
20200101,29126,SensorMesaCorredor,False,
20200101,29126,SensorSofa,False,
20200101,29126,SensorDeTestes,False,
20200101,29155,SensorBaseBox,False,
20200101,29155,SensorArmario (2),False,
20200101,29155,SensorCama,False,
20200101,29155,SensorFogao,False,
20200101,29155,SensorMesaJantar (4),False,
20200101,29155,SensorCama (4),False,
20200101,29155,SensorMesaJantar (3),False,
20200101,29155,SensorCama (5),False,
20200101,29155,SensorMesaJantar,False,
20200101,29155,SensorCama (2),True,
20200101,29155,SensorSofa (1),False,
20200101,29155,SensorPia,False,
20200101,29155,SensorMesaJantar (2),False,
20200101,29155,SensorRack,False,
20200101,29155,SensorCama (1),False,
20200101,29155,SensorArmario,True,
20200101,29155,SensorRack (1),False,
20200101,29155,SensorArmario (1),True,
20200101,29155,SensorGeladeira,False,
20200101,29155,SensorMesaJantar (1),False,
20200101,29155,SensorSofa (2),False,
20200101,29155,SensorCama (3),False,
20200101,29155,SensorMesaCorredor,False,
20200101,29155,SensorSofa,False,
20200101,29155,SensorDeTestes,False,
20200101,29186,SensorBaseBox,False,
20200101,29186,SensorArmario (2),False,
20200101,29186,SensorCama,False,
20200101,29186,SensorFogao,False,
20200101,29186,SensorMesaJantar (4),False,
20200101,29186,SensorCama (4),False,
20200101,29186,SensorMesaJantar (3),False,
20200101,29186,SensorCama (5),False,
20200101,29186,SensorMesaJantar,False,
20200101,29186,SensorCama (2),True,
20200101,29186,SensorSofa (1),False,
20200101,29186,SensorPia,False,
20200101,29186,SensorMesaJantar (2),False,
20200101,29186,SensorRack,False,
20200101,29186,SensorCama (1),False,
20200101,29186,SensorArmario,True,
20200101,29186,SensorRack (1),False,
20200101,29186,SensorArmario (1),True,
20200101,29186,SensorGeladeira,False,
20200101,29186,SensorMesaJantar (1),False,
20200101,29186,SensorSofa (2),False,
20200101,29186,SensorCama (3),False,
20200101,29186,SensorMesaCorredor,False,
20200101,29186,SensorSofa,False,
20200101,29186,SensorDeTestes,False,
20200101,29215,SensorBaseBox,False,
20200101,29215,SensorArmario (2),False,
20200101,29215,SensorCama,False,
20200101,29215,SensorFogao,False,
20200101,29215,SensorMesaJantar (4),False,
20200101,29215,SensorCama (4),False,
20200101,29215,SensorMesaJantar (3),False,
20200101,29215,SensorCama (5),False,
20200101,29215,SensorMesaJantar,False,
20200101,29215,SensorCama (2),True,
20200101,29215,SensorSofa (1),False,
20200101,29215,SensorPia,False,
20200101,29215,SensorMesaJantar (2),False,
20200101,29215,SensorRack,False,
20200101,29215,SensorCama (1),False,
20200101,29215,SensorArmario,True,
20200101,29215,SensorRack (1),False,
20200101,29215,SensorArmario (1),True,
20200101,29215,SensorGeladeira,False,
20200101,29215,SensorMesaJantar (1),False,
20200101,29215,SensorSofa (2),False,
20200101,29215,SensorCama (3),False,
20200101,29215,SensorMesaCorredor,False,
20200101,29215,SensorSofa,False,
20200101,29215,SensorDeTestes,False,
20200101,29245,SensorBaseBox,False,
20200101,29245,SensorArmario (2),False,
20200101,29245,SensorCama,False,
20200101,29245,SensorFogao,False,
20200101,29245,SensorMesaJantar (4),False,
20200101,29245,SensorCama (4),False,
20200101,29245,SensorMesaJantar (3),False,
20200101,29245,SensorCama (5),False,
20200101,29245,SensorMesaJantar,False,
20200101,29245,SensorCama (2),True,
20200101,29245,SensorSofa (1),False,
20200101,29245,SensorPia,False,
20200101,29245,SensorMesaJantar (2),False,
20200101,29245,SensorRack,False,
20200101,29245,SensorCama (1),False,
20200101,29245,SensorArmario,True,
20200101,29245,SensorRack (1),False,
20200101,29245,SensorArmario (1),True,
20200101,29245,SensorGeladeira,False,
20200101,29245,SensorMesaJantar (1),False,
20200101,29245,SensorSofa (2),False,
20200101,29245,SensorCama (3),False,
20200101,29245,SensorMesaCorredor,False,
20200101,29245,SensorSofa,False,
20200101,29245,SensorDeTestes,False,
20200101,29276,SensorBaseBox,False,
20200101,29276,SensorArmario (2),False,
20200101,29276,SensorCama,False,
20200101,29276,SensorFogao,False,
20200101,29276,SensorMesaJantar (4),False,
20200101,29276,SensorCama (4),False,
20200101,29276,SensorMesaJantar (3),False,
20200101,29276,SensorCama (5),False,
20200101,29276,SensorMesaJantar,False,
20200101,29276,SensorCama (2),True,
20200101,29276,SensorSofa (1),False,
20200101,29276,SensorPia,False,
20200101,29276,SensorMesaJantar (2),False,
20200101,29276,SensorRack,False,
20200101,29276,SensorCama (1),False,
20200101,29276,SensorArmario,True,
20200101,29276,SensorRack (1),False,
20200101,29276,SensorArmario (1),True,
20200101,29276,SensorGeladeira,False,
20200101,29276,SensorMesaJantar (1),False,
20200101,29276,SensorSofa (2),False,
20200101,29276,SensorCama (3),False,
20200101,29276,SensorMesaCorredor,False,
20200101,29276,SensorSofa,False,
20200101,29276,SensorDeTestes,False,
20200101,29296,SensorBaseBox,False,
20200101,29296,SensorArmario (2),False,
20200101,29296,SensorCama,False,
20200101,29296,SensorFogao,False,
20200101,29296,SensorMesaJantar (4),False,
20200101,29296,SensorCama (4),False,
20200101,29296,SensorMesaJantar (3),False,
20200101,29296,SensorCama (5),False,
20200101,29296,SensorMesaJantar,False,
20200101,29296,SensorCama (2),True,
20200101,29296,SensorSofa (1),False,
20200101,29296,SensorPia,False,
20200101,29296,SensorMesaJantar (2),False,
20200101,29296,SensorRack,False,
20200101,29296,SensorCama (1),False,
20200101,29296,SensorArmario,True,
20200101,29296,SensorRack (1),False,
20200101,29296,SensorArmario (1),True,
20200101,29296,SensorGeladeira,False,
20200101,29296,SensorMesaJantar (1),False,
20200101,29296,SensorSofa (2),False,
20200101,29296,SensorCama (3),False,
20200101,29296,SensorMesaCorredor,False,
20200101,29296,SensorSofa,False,
20200101,29296,SensorDeTestes,False,
20200101,29298,SensorBaseBox,False,
20200101,29298,SensorArmario (2),False,
20200101,29298,SensorCama,False,
20200101,29298,SensorFogao,False,
20200101,29298,SensorMesaJantar (4),False,
20200101,29298,SensorCama (4),False,
20200101,29298,SensorMesaJantar (3),False,
20200101,29298,SensorCama (5),False,
20200101,29298,SensorMesaJantar,False,
20200101,29298,SensorCama (2),True,
20200101,29298,SensorSofa (1),False,
20200101,29298,SensorPia,False,
20200101,29298,SensorMesaJantar (2),False,
20200101,29298,SensorRack,False,
20200101,29298,SensorCama (1),False,
20200101,29298,SensorArmario,True,
20200101,29298,SensorRack (1),False,
20200101,29298,SensorArmario (1),True,
20200101,29298,SensorGeladeira,False,
20200101,29298,SensorMesaJantar (1),False,
20200101,29298,SensorSofa (2),False,
20200101,29298,SensorCama (3),False,
20200101,29298,SensorMesaCorredor,False,
20200101,29298,SensorSofa,False,
20200101,29298,SensorDeTestes,False,
20200101,29302,SensorBaseBox,False,
20200101,29302,SensorArmario (2),False,
20200101,29302,SensorCama,False,
20200101,29302,SensorFogao,False,
20200101,29302,SensorMesaJantar (4),False,
20200101,29302,SensorCama (4),False,
20200101,29302,SensorMesaJantar (3),False,
20200101,29302,SensorCama (5),False,
20200101,29302,SensorMesaJantar,False,
20200101,29302,SensorCama (2),True,
20200101,29302,SensorSofa (1),False,
20200101,29302,SensorPia,False,
20200101,29302,SensorMesaJantar (2),False,
20200101,29302,SensorRack,False,
20200101,29302,SensorCama (1),False,
20200101,29302,SensorArmario,True,
20200101,29302,SensorRack (1),False,
20200101,29302,SensorArmario (1),True,
20200101,29302,SensorGeladeira,False,
20200101,29302,SensorMesaJantar (1),False,
20200101,29302,SensorSofa (2),False,
20200101,29302,SensorCama (3),False,
20200101,29302,SensorMesaCorredor,False,
20200101,29302,SensorSofa,False,
20200101,29302,SensorDeTestes,False,
20200101,29306,SensorBaseBox,False,
20200101,29306,SensorArmario (2),False,
20200101,29306,SensorCama,False,
20200101,29306,SensorFogao,False,
20200101,29306,SensorMesaJantar (4),False,
20200101,29306,SensorCama (4),False,
20200101,29306,SensorMesaJantar (3),False,
20200101,29306,SensorCama (5),False,
20200101,29306,SensorMesaJantar,False,
20200101,29306,SensorCama (2),True,
20200101,29306,SensorSofa (1),False,
20200101,29306,SensorPia,False,
20200101,29306,SensorMesaJantar (2),False,
20200101,29306,SensorRack,False,
20200101,29306,SensorCama (1),False,
20200101,29306,SensorArmario,True,
20200101,29306,SensorRack (1),False,
20200101,29306,SensorArmario (1),True,
20200101,29306,SensorGeladeira,False,
20200101,29306,SensorMesaJantar (1),False,
20200101,29306,SensorSofa (2),False,
20200101,29306,SensorCama (3),False,
20200101,29306,SensorMesaCorredor,False,
20200101,29306,SensorSofa,False,
20200101,29306,SensorDeTestes,False,
20200101,29310,SensorBaseBox,False,
20200101,29310,SensorArmario (2),False,
20200101,29310,SensorCama,False,
20200101,29310,SensorFogao,False,
20200101,29310,SensorMesaJantar (4),False,
20200101,29310,SensorCama (4),False,
20200101,29310,SensorMesaJantar (3),False,
20200101,29310,SensorCama (5),False,
20200101,29310,SensorMesaJantar,False,
20200101,29310,SensorCama (2),True,
20200101,29310,SensorSofa (1),False,
20200101,29310,SensorPia,False,
20200101,29310,SensorMesaJantar (2),False,
20200101,29310,SensorRack,False,
20200101,29310,SensorCama (1),False,
20200101,29310,SensorArmario,True,
20200101,29310,SensorRack (1),False,
20200101,29310,SensorArmario (1),True,
20200101,29310,SensorGeladeira,False,
20200101,29310,SensorMesaJantar (1),False,
20200101,29310,SensorSofa (2),False,
20200101,29310,SensorCama (3),False,
20200101,29310,SensorMesaCorredor,False,
20200101,29310,SensorSofa,False,
20200101,29310,SensorDeTestes,False,
20200101,29317,SensorBaseBox,False,
20200101,29317,SensorArmario (2),False,
20200101,29317,SensorCama,False,
20200101,29317,SensorFogao,False,
20200101,29317,SensorMesaJantar (4),False,
20200101,29317,SensorCama (4),False,
20200101,29317,SensorMesaJantar (3),False,
20200101,29317,SensorCama (5),False,
20200101,29317,SensorMesaJantar,False,
20200101,29317,SensorCama (2),True,
20200101,29317,SensorSofa (1),False,
20200101,29317,SensorPia,False,
20200101,29317,SensorMesaJantar (2),False,
20200101,29317,SensorRack,False,
20200101,29317,SensorCama (1),False,
20200101,29317,SensorArmario,True,
20200101,29317,SensorRack (1),False,
20200101,29317,SensorArmario (1),True,
20200101,29317,SensorGeladeira,False,
20200101,29317,SensorMesaJantar (1),False,
20200101,29317,SensorSofa (2),False,
20200101,29317,SensorCama (3),False,
20200101,29317,SensorMesaCorredor,False,
20200101,29317,SensorSofa,False,
20200101,29317,SensorDeTestes,False,
20200101,29327,SensorBaseBox,False,
20200101,29327,SensorArmario (2),False,
20200101,29327,SensorCama,False,
20200101,29327,SensorFogao,False,
20200101,29327,SensorMesaJantar (4),False,
20200101,29327,SensorCama (4),False,
20200101,29327,SensorMesaJantar (3),False,
20200101,29327,SensorCama (5),False,
20200101,29327,SensorMesaJantar,False,
20200101,29327,SensorCama (2),True,
20200101,29327,SensorSofa (1),False,
20200101,29327,SensorPia,False,
20200101,29327,SensorMesaJantar (2),False,
20200101,29327,SensorRack,False,
20200101,29327,SensorCama (1),False,
20200101,29327,SensorArmario,True,
20200101,29327,SensorRack (1),False,
20200101,29327,SensorArmario (1),True,
20200101,29327,SensorGeladeira,False,
20200101,29327,SensorMesaJantar (1),False,
20200101,29327,SensorSofa (2),False,
20200101,29327,SensorCama (3),False,
20200101,29327,SensorMesaCorredor,False,
20200101,29327,SensorSofa,False,
20200101,29327,SensorDeTestes,False,
20200101,29337,SensorBaseBox,False,
20200101,29337,SensorArmario (2),False,
20200101,29337,SensorCama,False,
20200101,29337,SensorFogao,False,
20200101,29337,SensorMesaJantar (4),False,
20200101,29337,SensorCama (4),False,
20200101,29337,SensorMesaJantar (3),False,
20200101,29337,SensorCama (5),False,
20200101,29337,SensorMesaJantar,False,
20200101,29337,SensorCama (2),True,
20200101,29337,SensorSofa (1),False,
20200101,29337,SensorPia,False,
20200101,29337,SensorMesaJantar (2),False,
20200101,29337,SensorRack,False,
20200101,29337,SensorCama (1),False,
20200101,29337,SensorArmario,True,
20200101,29337,SensorRack (1),False,
20200101,29337,SensorArmario (1),True,
20200101,29337,SensorGeladeira,False,
20200101,29337,SensorMesaJantar (1),False,
20200101,29337,SensorSofa (2),False,
20200101,29337,SensorCama (3),False,
20200101,29337,SensorMesaCorredor,False,
20200101,29337,SensorSofa,False,
20200101,29337,SensorDeTestes,False,
20200101,29347,SensorBaseBox,False,
20200101,29347,SensorArmario (2),False,
20200101,29347,SensorCama,False,
20200101,29347,SensorFogao,False,
20200101,29347,SensorMesaJantar (4),False,
20200101,29347,SensorCama (4),False,
20200101,29347,SensorMesaJantar (3),False,
20200101,29347,SensorCama (5),False,
20200101,29347,SensorMesaJantar,False,
20200101,29347,SensorCama (2),True,
20200101,29347,SensorSofa (1),False,
20200101,29347,SensorPia,False,
20200101,29347,SensorMesaJantar (2),False,
20200101,29347,SensorRack,False,
20200101,29347,SensorCama (1),False,
20200101,29347,SensorArmario,True,
20200101,29347,SensorRack (1),False,
20200101,29347,SensorArmario (1),True,
20200101,29347,SensorGeladeira,False,
20200101,29347,SensorMesaJantar (1),False,
20200101,29347,SensorSofa (2),False,
20200101,29347,SensorCama (3),False,
20200101,29347,SensorMesaCorredor,False,
20200101,29347,SensorSofa,False,
20200101,29347,SensorDeTestes,False,
20200101,29357,SensorBaseBox,False,
20200101,29357,SensorArmario (2),False,
20200101,29357,SensorCama,False,
20200101,29357,SensorFogao,False,
20200101,29357,SensorMesaJantar (4),False,
20200101,29357,SensorCama (4),False,
20200101,29357,SensorMesaJantar (3),False,
20200101,29357,SensorCama (5),False,
20200101,29357,SensorMesaJantar,False,
20200101,29357,SensorCama (2),True,
20200101,29357,SensorSofa (1),False,
20200101,29357,SensorPia,False,
20200101,29357,SensorMesaJantar (2),False,
20200101,29357,SensorRack,False,
20200101,29357,SensorCama (1),False,
20200101,29357,SensorArmario,True,
20200101,29357,SensorRack (1),False,
20200101,29357,SensorArmario (1),True,
20200101,29357,SensorGeladeira,False,
20200101,29357,SensorMesaJantar (1),False,
20200101,29357,SensorSofa (2),False,
20200101,29357,SensorCama (3),False,
20200101,29357,SensorMesaCorredor,False,
20200101,29357,SensorSofa,False,
20200101,29357,SensorDeTestes,False,
20200101,29377,SensorBaseBox,False,
20200101,29377,SensorArmario (2),False,
20200101,29377,SensorCama,False,
20200101,29377,SensorFogao,False,
20200101,29377,SensorMesaJantar (4),False,
20200101,29377,SensorCama (4),False,
20200101,29377,SensorMesaJantar (3),False,
20200101,29377,SensorCama (5),False,
20200101,29377,SensorMesaJantar,False,
20200101,29377,SensorCama (2),True,
20200101,29377,SensorSofa (1),False,
20200101,29377,SensorPia,False,
20200101,29377,SensorMesaJantar (2),False,
20200101,29377,SensorRack,False,
20200101,29377,SensorCama (1),False,
20200101,29377,SensorArmario,True,
20200101,29377,SensorRack (1),False,
20200101,29377,SensorArmario (1),True,
20200101,29377,SensorGeladeira,False,
20200101,29377,SensorMesaJantar (1),False,
20200101,29377,SensorSofa (2),False,
20200101,29377,SensorCama (3),False,
20200101,29377,SensorMesaCorredor,False,
20200101,29377,SensorSofa,False,
20200101,29377,SensorDeTestes,False,
20200101,29397,SensorBaseBox,False,
20200101,29397,SensorArmario (2),False,
20200101,29397,SensorCama,False,
20200101,29397,SensorFogao,False,
20200101,29397,SensorMesaJantar (4),False,
20200101,29397,SensorCama (4),False,
20200101,29397,SensorMesaJantar (3),False,
20200101,29397,SensorCama (5),False,
20200101,29397,SensorMesaJantar,False,
20200101,29397,SensorCama (2),True,
20200101,29397,SensorSofa (1),False,
20200101,29397,SensorPia,False,
20200101,29397,SensorMesaJantar (2),False,
20200101,29397,SensorRack,False,
20200101,29397,SensorCama (1),False,
20200101,29397,SensorArmario,True,
20200101,29397,SensorRack (1),False,
20200101,29397,SensorArmario (1),True,
20200101,29397,SensorGeladeira,False,
20200101,29397,SensorMesaJantar (1),False,
20200101,29397,SensorSofa (2),False,
20200101,29397,SensorCama (3),False,
20200101,29397,SensorMesaCorredor,False,
20200101,29397,SensorSofa,False,
20200101,29397,SensorDeTestes,False,
20200101,29417,SensorBaseBox,False,eat
20200101,29417,SensorArmario (2),False,eat
20200101,29417,SensorCama,False,eat
20200101,29417,SensorFogao,False,eat
20200101,29417,SensorMesaJantar (4),False,eat
20200101,29417,SensorCama (4),False,eat
20200101,29417,SensorMesaJantar (3),False,eat
20200101,29417,SensorCama (5),False,eat
20200101,29417,SensorMesaJantar,False,eat
20200101,29417,SensorCama (2),False,eat
20200101,29417,SensorSofa (1),False,eat
20200101,29417,SensorPia,False,eat
20200101,29417,SensorMesaJantar (2),False,eat
20200101,29417,SensorRack,False,eat
20200101,29417,SensorCama (1),False,eat
20200101,29417,SensorArmario,True,eat
20200101,29417,SensorRack (1),False,eat
20200101,29417,SensorArmario (1),False,eat
20200101,29417,SensorGeladeira,False,eat
20200101,29417,SensorMesaJantar (1),False,eat
20200101,29417,SensorSofa (2),False,eat
20200101,29417,SensorCama (3),False,eat
20200101,29417,SensorMesaCorredor,False,eat
20200101,29417,SensorSofa,False,eat
20200101,29417,SensorDeTestes,False,eat
20200101,29436,SensorBaseBox,False,eat
20200101,29436,SensorArmario (2),False,eat
20200101,29436,SensorCama,False,eat
20200101,29436,SensorFogao,False,eat
20200101,29436,SensorMesaJantar (4),False,eat
20200101,29436,SensorCama (4),False,eat
20200101,29436,SensorMesaJantar (3),False,eat
20200101,29436,SensorCama (5),False,eat
20200101,29436,SensorMesaJantar,False,eat
20200101,29436,SensorCama (2),False,eat
20200101,29436,SensorSofa (1),False,eat
20200101,29436,SensorPia,False,eat
20200101,29436,SensorMesaJantar (2),False,eat
20200101,29436,SensorRack,False,eat
20200101,29436,SensorCama (1),False,eat
20200101,29436,SensorArmario,False,eat
20200101,29436,SensorRack (1),False,eat
20200101,29436,SensorArmario (1),False,eat
20200101,29436,SensorGeladeira,False,eat
20200101,29436,SensorMesaJantar (1),False,eat
