Date,Hour,Name,Type,State,User
20200101,28800,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28800,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28800,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28800,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28800,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28800,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28800,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28800,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28800,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28800,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28800,SensorBase,Sensor RFID,False,NA
20200101,28800,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28800,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28800,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama,Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28800,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28800,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28800,SensorRFIDPia,Sensor RFID,False,NA
20200101,28800,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28800,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28800,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28800,Point Light,Lamp,True,Usuario
20200101,28800,Point Light (1),Lamp,False,NA
20200101,28800,Point Light (2),Lamp,False,NA
20200101,28800,Point Light (3),Lamp,False,NA
20200101,28808,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28808,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28808,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28808,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28808,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28808,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28808,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28808,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28808,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28808,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28808,SensorBase,Sensor RFID,False,NA
20200101,28808,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28808,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28808,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama,Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28808,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28808,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28808,SensorRFIDPia,Sensor RFID,False,NA
20200101,28808,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28808,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28808,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28808,Point Light,Lamp,True,Usuario
20200101,28808,Point Light (1),Lamp,False,NA
20200101,28808,Point Light (2),Lamp,False,NA
20200101,28808,Point Light (3),Lamp,False,NA
20200101,28848,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28848,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28848,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28848,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28848,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28848,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28848,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28848,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28848,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28848,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28848,SensorBase,Sensor RFID,False,NA
20200101,28848,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28848,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28848,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama,Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28848,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28848,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28848,SensorRFIDPia,Sensor RFID,False,NA
20200101,28848,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28848,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28848,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28848,Point Light,Lamp,True,Usuario
20200101,28848,Point Light (1),Lamp,False,NA
20200101,28848,Point Light (2),Lamp,False,NA
20200101,28848,Point Light (3),Lamp,False,NA
20200101,28872,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28872,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28872,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28872,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28872,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28872,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28872,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28872,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28872,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28872,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28872,SensorBase,Sensor RFID,False,NA
20200101,28872,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28872,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28872,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama,Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28872,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28872,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28872,SensorRFIDPia,Sensor RFID,False,NA
20200101,28872,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28872,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28872,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28872,Point Light,Lamp,True,Usuario
20200101,28872,Point Light (1),Lamp,False,NA
20200101,28872,Point Light (2),Lamp,False,NA
20200101,28872,Point Light (3),Lamp,False,NA
20200101,28899,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28899,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28899,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28899,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28899,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28899,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28899,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28899,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28899,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28899,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28899,SensorBase,Sensor RFID,False,NA
20200101,28899,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28899,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28899,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama,Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28899,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28899,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28899,SensorRFIDPia,Sensor RFID,False,NA
20200101,28899,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28899,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28899,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28899,Point Light,Lamp,True,Usuario
20200101,28899,Point Light (1),Lamp,False,NA
20200101,28899,Point Light (2),Lamp,False,NA
20200101,28899,Point Light (3),Lamp,False,NA
20200101,28920,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28920,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28920,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28920,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28920,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28920,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28920,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28920,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28920,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28920,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28920,SensorBase,Sensor RFID,False,NA
20200101,28920,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28920,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28920,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama,Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28920,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28920,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28920,SensorRFIDPia,Sensor RFID,False,NA
20200101,28920,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28920,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28920,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28920,Point Light,Lamp,True,Usuario
20200101,28920,Point Light (1),Lamp,False,NA
20200101,28920,Point Light (2),Lamp,False,NA
20200101,28920,Point Light (3),Lamp,False,NA
20200101,28945,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28945,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28945,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28945,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28945,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28945,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28945,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28945,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28945,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28945,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28945,SensorBase,Sensor RFID,False,NA
20200101,28945,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28945,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28945,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama,Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28945,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28945,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28945,SensorRFIDPia,Sensor RFID,False,NA
20200101,28945,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28945,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28945,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28945,Point Light,Lamp,True,Usuario
20200101,28945,Point Light (1),Lamp,False,NA
20200101,28945,Point Light (2),Lamp,False,NA
20200101,28945,Point Light (3),Lamp,False,NA
20200101,28970,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28970,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28970,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28970,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28970,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28970,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28970,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28970,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28970,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28970,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28970,SensorBase,Sensor RFID,False,NA
20200101,28970,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28970,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28970,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama,Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28970,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28970,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28970,SensorRFIDPia,Sensor RFID,False,NA
20200101,28970,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28970,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28970,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28970,Point Light,Lamp,True,Usuario
20200101,28970,Point Light (1),Lamp,False,NA
20200101,28970,Point Light (2),Lamp,False,NA
20200101,28970,Point Light (3),Lamp,False,NA
20200101,28994,SensorRFIDMesa,Sensor RFID,False,NA
20200101,28994,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,28994,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,28994,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,28994,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,28994,SensorRFIDSofa,Sensor RFID,False,NA
20200101,28994,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,28994,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,28994,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,28994,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,28994,SensorBase,Sensor RFID,False,NA
20200101,28994,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,28994,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDArmario,Sensor RFID,False,NA
20200101,28994,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama,Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,28994,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,28994,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,28994,SensorRFIDPia,Sensor RFID,False,NA
20200101,28994,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,28994,SensorRFIDFogao,Sensor RFID,False,NA
20200101,28994,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,28994,Point Light,Lamp,True,Usuario
20200101,28994,Point Light (1),Lamp,False,NA
20200101,28994,Point Light (2),Lamp,False,NA
20200101,28994,Point Light (3),Lamp,False,NA
20200101,29019,SensorRFIDMesa,Sensor RFID,False,NA
20200101,29019,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,29019,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,29019,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,29019,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,29019,SensorRFIDSofa,Sensor RFID,False,NA
20200101,29019,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,29019,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,29019,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,29019,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,29019,SensorBase,Sensor RFID,False,NA
20200101,29019,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,29019,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDArmario,Sensor RFID,False,NA
20200101,29019,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama,Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,29019,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,29019,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,29019,SensorRFIDPia,Sensor RFID,False,NA
20200101,29019,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,29019,SensorRFIDFogao,Sensor RFID,False,NA
20200101,29019,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,29019,Point Light,Lamp,True,Usuario
20200101,29019,Point Light (1),Lamp,False,NA
20200101,29019,Point Light (2),Lamp,False,NA
20200101,29019,Point Light (3),Lamp,False,NA
20200101,29040,SensorRFIDMesa,Sensor RFID,False,NA
20200101,29040,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,29040,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,29040,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,29040,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,29040,SensorRFIDSofa,Sensor RFID,False,NA
20200101,29040,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,29040,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,29040,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,29040,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,29040,SensorBase,Sensor RFID,False,NA
20200101,29040,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,29040,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDArmario,Sensor RFID,False,NA
20200101,29040,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama,Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,29040,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,29040,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,29040,SensorRFIDPia,Sensor RFID,False,NA
20200101,29040,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,29040,SensorRFIDFogao,Sensor RFID,False,NA
20200101,29040,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,29040,Point Light,Lamp,True,Usuario
20200101,29040,Point Light (1),Lamp,False,NA
20200101,29040,Point Light (2),Lamp,False,NA
20200101,29040,Point Light (3),Lamp,False,NA
20200101,29067,SensorRFIDMesa,Sensor RFID,False,NA
20200101,29067,SensorRFIDMesa (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDMesa (2),Sensor RFID,False,NA
20200101,29067,SensorRFIDMesa (3),Sensor RFID,False,NA
20200101,29067,SensorRFIDMesa (4),Sensor RFID,False,NA
20200101,29067,SensorRFIDMesa (5),Sensor RFID,False,NA
20200101,29067,SensorRFIDSofa,Sensor RFID,False,NA
20200101,29067,SensorRFIDSofa (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDSofa (2),Sensor RFID,False,NA
20200101,29067,SensorRFIDSofa (3),Sensor RFID,False,NA
20200101,29067,SensorRFIDRackTv,Sensor RFID,False,NA
20200101,29067,SensorRFIDRackTv (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDRackTv (2),Sensor RFID,False,NA
20200101,29067,SensorBase,Sensor RFID,False,NA
20200101,29067,SensorRFIDMovelCorredor,Sensor RFID,False,NA
20200101,29067,SensorRFIDMovelCorredor (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDArmario,Sensor RFID,False,NA
20200101,29067,SensorRFIDArmario (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDArmario (2),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama,Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (2),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (3),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (4),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (5),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (6),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (7),Sensor RFID,False,NA
20200101,29067,SensorRFIDCama (8),Sensor RFID,False,NA
20200101,29067,SensorRFIDGeladeira,Sensor RFID,False,NA
20200101,29067,SensorRFIDPia,Sensor RFID,False,NA
20200101,29067,SensorRFIDPia (1),Sensor RFID,False,NA
20200101,29067,SensorRFIDFogao,Sensor RFID,False,NA
20200101,29067,SensorRFIDFogao (1),Sensor RFID,False,NA
20200101,29067,Point Light,Lamp,True,Usuario
20200101,29067,Point Light (1),Lamp,False,NA
20200101,29067,Point Light (2),Lamp,False,NA
20200101,29067,Point Light (3),Lamp,False,NA
20200101,29091,SensorRFIDMesa,Sensor RFID,False,NA
